city,state,state_code,slug,commissionerate,zone,local_areas,key_industries,intro_note,nearby_cities,company_note,gst_note
Rudrapur,Uttarakhand,IN-UT,rudrapur,"CGST Commissionerate, Dehradun",Meerut Zone,SIDCUL Phase I-II|Integrated Industrial Estate|IIE Pantnagar|Sitarganj Industrial Area|Bazpur Industrial Area,"Automobile manufacturing (Tata Motors, Ashok Leyland)|FMCG manufacturing (Hindustan Unilever, Britannia)|Pharmaceutical|Electronics (Samsung, LG)|Engineering","Uttarakhand's industrial capital and the SIDCUL hub — Rudrapur is home to hundreds of major industrial units including Tata Motors, Ashok Leyland, Samsung, and HUL in its massive SIDCUL estates.",Haldwani|Kashipur|Rampur|Bareilly,"Rudrapur (ROC Uttarakhand) has the highest industrial company incorporation volume in Uttarakhand — automobile, FMCG, pharmaceutical, and electronics manufacturers dominate.",Rudrapur's industrial units have complex Uttarakhand industrial incentive-era GST compliance. Automobile manufacturers have multi-tier GST supply chains. FMCG companies need careful branded product GST classification.
Rishikesh,Uttarakhand,IN-UT,rishikesh,"CGST Commissionerate, Dehradun",Meerut Zone,Tapovan|Laxman Jhula Area|Haridwar Road Corridor|Ram Jhula|SIDCUL Haridwar (nearby)|Muni Ki Reti,Yoga and wellness tourism (Yoga Capital of the World)|Pharmaceutical manufacturing (SIDCUL nearby)|Adventure tourism|Ayurvedic and herbal products|Education (spiritual),"The Yoga Capital of the World — Rishikesh attracts millions of spiritual seekers and adventure tourists annually to the banks of the Ganga, with a booming wellness and hospitality economy.",Haridwar|Dehradun|Roorkee|Tehri,"Rishikesh (ROC Uttarakhand) sees incorporation in yoga and wellness centres, hospitality businesses, Ayurvedic product companies, and pharmaceutical firms nearby.","Rishikesh's yoga and wellness businesses have specific GST classification — yoga retreats, meditation courses, and spiritual services have varying GST applicability. Hotels and restaurants near pilgrimage areas have standard hospitality GST compliance."
Ujjain,Madhya Pradesh,IN-MP,ujjain,"CGST Commissionerate, Indore",Bhopal Zone,Mahakaleshwar Temple Area|Industrial Area Ujjain|Freeganj|Nanakheda AKVN|Vikram University Area,"Tourism and pilgrimage (Mahakaleshwar Jyotirlinga, Kumbh Mela)|Soya processing|Education|Manufacturing (AKVN zone)|Religious services","MP's spiritual capital and one of the world's most ancient cities — Ujjain is home to the Mahakaleshwar Jyotirlinga, hosts the Kumbh Simhastha once every 12 years, and is a sacred centre of Hindu pilgrimage.",Indore|Dewas|Ratlam|Mandsaur,"Ujjain (ROC Gwalior) sees incorporation in tourism and hospitality businesses, soya processors, religious trust entities, and government contractors.",Ujjain's tourism sector during Kumbh Simhastha creates large-scale GST compliance requirements. Soya processing businesses manage raw soya (exempt) versus processed meal and oil GST.
Sagar,Madhya Pradesh,IN-MP,sagar,"CGST Commissionerate, Jabalpur",Bhopal Zone,Industrial Area Sagar|AKVN Industrial Area|Civil Lines|Makroniya|Dr. Hari Singh Gour University Area,Beedi manufacturing|Limestone and cement|Agricultural trading|Education (central university)|Government services,"Madhya Pradesh's educational and administrative hub in Bundelkhand — Sagar is home to Dr. Hari Singh Gour Central University, a major beedi manufacturing centre, and is surrounded by limestone-rich terrain.",Jabalpur|Damoh|Tikamgarh|Chhatarpur,"Sagar (ROC Gwalior) sees incorporation in beedi manufacturers, limestone miners, cement companies, and government contractors.",Sagar's beedi manufacturers have specific tobacco cess and GST compliance. Limestone and cement businesses need careful raw material versus processed product GST rate management.
Satna,Madhya Pradesh,IN-MP,satna,"CGST Commissionerate, Jabalpur",Bhopal Zone,"Maihar Road Industrial Area|Cement Factory Areas (Ultra Tech, JP)|Satna Market|Birla Vikas|Rewa Road Corridor",Cement manufacturing (India's largest cement hub)|Limestone quarrying|Agro-processing|Real estate|Trading,"MP's cement capital — Satna district has the highest concentration of cement plants in India, producing over 15% of India's total cement output, powered by vast limestone reserves.",Jabalpur|Rewa|Allahabad|Panna,"Satna (ROC Gwalior) sees incorporation in cement plant vendors, limestone miners, real estate developers, and agro-processing businesses.",Satna's cement manufacturers deal with 28% GST — one of India's highest rates. Limestone mining companies manage mineral royalty reverse charge and extraction GST compliance.
Rewa,Madhya Pradesh,IN-MP,rewa,"CGST Commissionerate, Jabalpur",Bhopal Zone,Industrial Area Govindgarh|Ultra Mega Solar Power Plant Area|Bhopal Road Corridor|Shahdol Road|MPAKVN Area,Renewable energy (Ultra Mega Solar Power Plant — world's largest single-site)|Cement|Limestone quarrying|Agro-processing|Government services,MP's solar energy capital — Rewa is home to the world's first Ultra Mega Solar Power Park (750 MW) and sits in a limestone-rich belt with major cement and agro-processing industries.,Satna|Jabalpur|Shahdol|Sidhi,"Rewa (ROC Gwalior) sees incorporation in solar energy ancillary companies, cement plant vendors, limestone businesses, and government contractors.",Rewa's solar power plant vendors deal with specific renewable energy equipment GST. Cement companies apply 28% GST. Limestone miners manage royalty reverse charge and mineral extraction compliance.
Gorakhpur,Uttar Pradesh,IN-UP,gorakhpur,"CGST Commissionerate, Gorakhpur",Lucknow Zone,Industrial Area Gorakhpur|AIIMS Area|BRD Medical College Area|Sahjanwa Industrial Area|Rapti Nagar|Gita Press Colony,"Government and administration|Education and medical (AIIMS, BRD)|Fertilizer manufacturing (HURL)|Sugar processing|Terracotta pottery","Eastern UP's largest city and the seat of Gorakhnath Peeth — Gorakhpur is home to AIIMS, a major fertilizer plant, the world-famous Gita Press, and is the divisional headquarters of Eastern UP.",Kushinagar|Deoria|Basti|Maharajganj,"Gorakhpur (ROC Kanpur) sees incorporation in pharmaceutical companies, fertilizer ancillaries, educational institutions, and government contractors.",Gorakhpur's HURL fertilizer plant vendors deal with specific fertilizer GST provisions. Medical institutions have healthcare service exemptions. Coaching classes for competitive exams attract 18% GST.
Firozabad,Uttar Pradesh,IN-UP,firozabad,"CGST Commissionerate, Agra",Delhi Zone,Glass Industries Area|Nai Mandi|Rasoolpur Industrial Area|Tundla Road|Shikohabad,Glass bangles and glassware (world's largest manufacturing hub)|Glass processing|Agro-processing|Wholesale trading|Sugar mills,"The Glass City of India — Firozabad produces over 70% of India's glass bangles and is the world's largest glass bangle manufacturing hub with over 1,000 glass factories.",Agra|Mathura|Etawah|Mainpuri,"Firozabad (ROC Delhi) sees incorporation in glass bangle manufacturers, glass processors, agro-trading businesses, and sugar mills.","Firozabad's glass manufacturing industry requires careful HSN classification between raw glass, intermediate glass products, and finished glass bangles and articles. Glass exporters need LUT filing."
Bulandshahr,Uttar Pradesh,IN-UP,bulandshahr,"CGST Commissionerate, Ghaziabad",Meerut Zone,UPSIDC Industrial Area|Dibai|Khurja (China clay hub)|Sikandrabad|Jewar (Airport Area),Pottery and ceramic tableware (Khurja — China of India)|China clay processing|Sugar mills|Real estate (Jewar Airport corridor)|Agriculture,"The pottery capital of India — Khurja in Bulandshahr district produces over 50% of India's crockery and ceramic tableware, earning it the title Ceramic City of India.",Noida|Ghaziabad|Aligarh|Hapur,"Bulandshahr (ROC Delhi) sees strong incorporation in ceramic and pottery manufacturers, china clay processors, sugar mills, and real estate developers near Jewar airport.",Bulandshahr's ceramic and pottery businesses need careful GST classification on raw clay versus finished tableware. Sugar mills have specific agricultural input exemption and processed sugar output GST compliance.
Shahjahanpur,Uttar Pradesh,IN-UP,shahjahanpur,"CGST Commissionerate, Bareilly",Meerut Zone,UPSIDC Industrial Area|Khera Sugar Mill Area|Tilhar|Hardoi Road Corridor|Rosa Thermal Plant Area,Sugar manufacturing|Perfume and ittar (attar oils)|Cotton textiles|Agro-processing|Thermal power,"UP's perfume capital — Shahjahanpur is renowned for its traditional ittar (attar) perfume manufacturing, a major sugar processing hub, and home to Rosa thermal power plant.",Bareilly|Lakhimpur|Hardoi|Pilibhit,"Shahjahanpur (ROC Kanpur) sees incorporation in ittar manufacturers, sugar mills, cotton textile companies, and agro-processing businesses.",Shahjahanpur's ittar and perfume manufacturers need careful GST classification between natural essential oils and synthetic fragrances. Sugar mills apply specific agricultural-to-processed sugar GST compliance.
Jhansi,Uttar Pradesh,IN-UP,jhansi,"CGST Commissionerate, Agra",Delhi Zone,Industrial Area Jhansi|Orchha Road|Sipri Bazaar|Cantonment Area|SIDCUL Jhansi,"Stone and granite processing|Defence (Ordnance factories)|Soft stone carving (Bundela craft)|Tourism (Jhansi Fort, Orchha)|Real estate","The gateway to Bundelkhand and Rani Laxmibai's city — Jhansi is a major stone processing and defence manufacturing hub, the key transit point for Madhya Pradesh, and gateway to Orchha heritage.",Gwalior|Sagar|Lalitpur|Datia,"Jhansi (ROC Delhi) sees incorporation in stone processors, defence ancillary firms, tourism businesses, and government contractors.",Jhansi's stone processing businesses need careful GST classification on raw stone versus finished carved products. Defence ancillary companies comply with government procurement GST TDS rules.
Silchar,Assam,IN-AS,silchar,"CGST Commissionerate, Silchar",Shillong Zone,Meherpur Industrial Area|Cachar District HQ|Rangirkhari|Sonai Road|Tarapur,Tea and agriculture (Barak Valley tea)|Natural gas (ONGC)|Bamboo products|Trading hub for Mizoram and Manipur|Education,"Northeast India's second commercial hub — Silchar is the major commercial centre for Barak Valley and the gateway to Mizoram and Manipur, a key oil exploration area, and a significant educational hub.",Guwahati|Imphal|Aizawl|Shillong,"Silchar (ROC Assam) sees incorporation in tea businesses, petroleum ancillary companies, logistics firms serving Northeast states, and educational institutions.",Silchar's tea industry has complex supply chain GST. Oil exploration companies deal with upstream petroleum GST provisions. Logistics companies handling cross-state goods to Mizoram and Manipur need careful place of supply compliance.
Jorhat,Assam,IN-AS,jorhat,"CGST Commissionerate, Dibrugarh",Shillong Zone,Tea Garden Areas|Cinnamara Industrial Area|Jorhat Market|Titabor|AT Road,Tea cultivation and processing (heart of Assam tea)|Bamboo and furniture|Oil and natural gas (OIL)|Agriculture|Education,"The Tea Capital of Assam — Jorhat is home to some of the world's finest Assam Orthodox teas, the Tocklai Tea Research Institute (world's oldest tea research station), and major OIL operations.",Dibrugarh|Sibsagar|Tezpur|Golaghat,"Jorhat (ROC Assam) sees incorporation in tea garden companies, oil sector ancillaries, bamboo furniture manufacturers, and agricultural businesses.",Jorhat's tea companies deal with complex auction house GST compliance. OIL sector ancillaries have upstream petroleum GST provisions. Bamboo furniture manufacturers need ITC management on bamboo raw material.
Imphal,Manipur,IN-MN,imphal,"CGST Commissionerate, Shillong",Shillong Zone,Moirangkhom|Porompat Industrial Area|Khuman Lampak|Paona Bazaar|Mantripukhri,Government and administration|Handloom weaving (Manipuri silk and cotton)|Tourism|Bamboo and cane products|Agriculture (organic farming),"Manipur's capital and the jewel of Northeast India — Imphal is a major administrative, cultural, and tourism hub, famous for Manipuri classical dance, handloom weaving, and the pristine Loktak Lake.",Dimapur|Silchar|Kohima|Ukhrul,"Imphal (ROC Guwahati) sees incorporation in government contractors, handloom businesses, tourism companies, and bamboo product manufacturers.",Imphal's handloom businesses may qualify for specific GST exemptions. Tourism operators need hotel and service GST compliance. Government contractors deal with TDS under GST provisions.
Shillong,Meghalaya,IN-ML,shillong,"CGST Commissionerate, Shillong",Shillong Zone,Police Bazaar|Laitumkhrah|Barikuppen Industrial Area|IIMB (nearby)|Nongthymmai|Ward Lake Area,Government and administration|Tourism and hospitality|IT and education|Coal and limestone trading|Agriculture (khasi mandarin oranges),"The Scotland of the East and Meghalaya's capital — Shillong is a premier hill station, major administrative hub for Northeast India, home to North East India's growing IT sector, and a cool tourist destination.",Guwahati|Cherrapunji|Jowai|Tura,"Shillong (ROC Guwahati) sees incorporation in tourism businesses, government contractors, IT companies, and coal trading businesses.",Shillong's tourism sector requires hotel and restaurant GST compliance. Coal traders apply coal GST provisions. IT companies deal with software service exports and LUT compliance.
Agartala,Tripura,IN-TR,agartala,"CGST Commissionerate, Agartala",Shillong Zone,Industrial Growth Centre Bodhjungnagar|Amtali Industrial Area|Battala|MBB Airport Area|Bangladesh Border Trade Point Akhaura,Government and administration|Natural rubber processing|Pineapple and agro-products|Border trade with Bangladesh|Bamboo and handicrafts,"Tripura's capital and India's gateway to Bangladesh — Agartala is the second-largest city in Northeast India, a major rubber processing hub, and the most important border trade point with Bangladesh.",Udaipur (Tripura)|Dharmanagar|Comilla (Bangladesh)|Dhaka (Bangladesh),"Agartala (ROC Guwahati) sees incorporation in rubber processors, border trade companies, government contractors, and bamboo product businesses.",Agartala's rubber processing businesses deal with natural rubber GST. Border trade companies handling export to Bangladesh need careful export documentation and LUT filing. Government contractors deal with TDS under GST.
